VIN,Make,Model,BodyClass,Trim
2c4rdgdg7er280637,dodge,grand caravan,minivan,crew
3vwf17at3em641735,volkswagen,beetle,hatchback,
1fdne1bw4cda41769,ford,e-150,van,
jf1sg69655h702344,subaru,forester,suv,2.5xt
2cndl937186320741,chevrolet,equinox,suv,
jn1az34d64m101991,nissan,350z,coupe,
salmf13406a233957,land rover,range rover,suv,hse / supercharged spec 2
salsh23446a903579,land rover,range rover sport,suv,supercharged
1c4rjfbg2el252906,jeep,grand cherokee,suv,limited
2gcec13z561329691,chevrolet,silverado,pickup,
jm1fe17n850160699,mazda,rx-8,coupe,
5tbrv54127s472306,toyota,tundra,pickup,sr5
salmf13436a204498,land rover,range rover,suv,hse / supercharged spec 2
1fmyu93114da19411,ford,escape,suv,
jn1az34e24t064050,nissan,350z,coupe,
salme11423a117418,land rover,range rover,suv,feature specification 2
1j4fa39sx6p711826,jeep,wrangler,suv,x
wbahl83537dt09011,bmw,750i,sedan,
jn1az34e03t006422,nissan,350z,coupe,
1j4fa69s66p787089,jeep,wrangler,suv,"rubicon (u.s.) / ""tj"" rubicon (canada)"
1ftex18l6vnc51637,ford,f-150,pickup,
1fmzu63k95za15798,ford,explorer,suv,
2d8hn44h28r752183,dodge,caravan,minivan,se
2hkyf18556h532105,honda,pilot,suv,ex-l
salmf13496a217062,land rover,range rover,suv,hse / supercharged spec 2
3c4pddfg1ct160149,dodge,journey,suv,r/t
4a32b2ff5ce006438,mitsubishi,galant,sedan,
1j4fy19s0xp438851,jeep,wrangler,suv,sport/tj
2lmhj5nk7ebl55552,lincoln,mkt,suv,
1ftne24l4yhb23370,ford,e-250,cargo van,
wbakb8c59cc965061,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
1g2za5eb4a4105134,pontiac,g6,sedan,
2d4fv48v85h166369,dodge,magnum,suv,base/sxt
2c8gf68424r301936,chrysler,pacifica,suv,touring
2d4fv47v16h128243,dodge,magnum,suv,base/sxt
3gnfk16t43g337757,chevrolet,suburban,suv,1/2 ton
1ftne2ew1ada53770,ford,e-250,cargo van,
5fnyf18515b026123,honda,pilot,suv,
4t3zf13cxwu024974,toyota,sienna,minivan,le/xle
wbakb8c59cc448049,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
1gcec19r9xr119739,chevrolet,gmt-400,pickup,1500 (1/2 ton)
4n2xn11t1yd807255,nissan,quest,minivan,
1c3cc4fd5an233886,chrysler,sebring,sedan,lx
jf1sg65643g713344,subaru,forester,suv,2.5xs
1fmnu42sxyed17360,ford,excursion,suv,
1g1yy0780f5125155,chevrolet,corvette,coupe,
1g1yy0782g5105880,chevrolet,corvette,coupe,
2hkyf18725h540436,honda,pilot,suv,with navi
1gmdx03e4wd180780,pontiac,trans sport,minivan,
1fmzu83p5yza15664,ford,explorer,suv,
1g1yy22p5s5115774,chevrolet,corvette,coupe,
2hkyf18616h550092,honda,pilot,suv,ex-l( with res)
4a32b2ff4ae008386,mitsubishi,galant,sedan,
1c4njdab2ed820140,jeep,compass,suv,sport
2fabp7bv3ax127470,ford,crown victoria,sedan,
2c4rdgdg9er401118,dodge,grand caravan,minivan,crew
3gnda13d17s557433,chevrolet,hhr,suv,ls
3gnda13d27s612357,chevrolet,hhr,suv,ls
1b7gg22n8ys650547,dodge,dakota,pickup,base
4a4jn2as4be011292,mitsubishi,endeavor,suv,
2c8gm68424r581556,chrysler,pacifica,suv,touring
jf1sg63687h745331,subaru,forester,suv,2.5x
1c4njdab7ed820036,jeep,compass,suv,sport
jtjbt20x460102609,lexus,gx,suv,470
2d4fv48v05h555409,dodge,magnum,suv,base/sxt
1c4gj45303b113834,chrysler,voyager,minivan,lx
2g1ws553981285682,chevrolet,impala,sedan,
4a32b2ff5ce015432,mitsubishi,galant,sedan,
4m2xv11t2xdj44323,mercury,villager,minivan,
jhmra3867wc004504,honda,odyssey,minivan,lx
2ftex08l3vca57518,ford,f-150,pickup,
2a8gm684x6r876157,chrysler,pacifica,suv,touring
1ftlr1fe9bpa20981,ford,ranger,pickup,
1hgcd5696ta213345,honda,accord,sedan,
2d8hn44h88r772101,dodge,caravan,minivan,se
2gcec19r7w1189313,chevrolet,gmt-400,pickup,
1g1jc6eh7c4177325,chevrolet,sonic,hatchback,
1g1aj55f877286251,chevrolet,cobalt,sedan,
jtjbt20x240032248,lexus,gx,suv,470
jf1sg65603h721855,subaru,forester,suv,2.5xs
2b3hd56j3yh134157,dodge,intrepid,sedan,es
salmf15487a256448,land rover,range rover,suv,hse / supercharged spec 2
wbaka8c53cdx01217,bmw,750i,sedan,750i / alpina b7 swb (500 hp)
2c4rvadg1er134762,volkswagen,routan,minivan,sel
3gnal2ek5fs518423,chevrolet,captiva sport,suv,
1ftvx1cv2aka97657,ford,f-150,pickup,
1g1yy22g4y5126225,chevrolet,corvette,coupe,
jn1az34d76m310417,nissan,350z,coupe,
2gtek13z961277677,gmc,sierra,pickup,1500 (1/2 ton)
2fahp71w75x135002,ford,crown victoria,sedan,
2hkyf18116h521261,honda,pilot,suv,lx
wvwad63b45e022859,volkswagen,passat,sedan,
2a4rr4de3ar186371,chrysler,town and country,minivan,lx
1fmzu63k52zc89818,ford,explorer,suv,
1b7hc13z5wj111088,dodge,ram,pickup,1500
2hkyf18534h547652,honda,pilot,suv,ex-l
1gyde63a940132183,cadillac,srx,suv,
1fdss3bl0bda49511,ford,e-350,van,
2hkyf18644h558877,honda,pilot,suv,ex-l( with res)
1gcek19r4ve211901,chevrolet,gmt-400,pickup,1500 (1/2 ton)
5yfbu4ee0bp001344,toyota,corolla,sedan,
3gnal3ek9fs510069,chevrolet,captiva sport,suv,
1fmzu32p7xzb98052,ford,explorer,suv,
jm3er293170124414,mazda,cx-7,suv,
1fmzu83pxyza14557,ford,explorer,suv,
1fmzu35p3xza94363,ford,explorer,suv,
jtjht00w933530367,lexus,lx,suv,470
1g1za5eb0af252222,chevrolet,malibu,sedan,
1fmfk19567la76948,ford,expedition max,suv,
1g1za5eb1af185064,chevrolet,malibu,sedan,
3gnda23p26s519322,chevrolet,hhr,suv,1/2 ton
1fdne1bw8bda64745,ford,e-150,van,
1c4njdab1ed805256,jeep,compass,suv,sport
jm3er293970146953,mazda,cx-7,suv,
wdbrf52h37f916036,mercedes-benz,c-class,sedan,
wbakc8c59cc435220,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
1ftlr1fe8bpa17442,ford,ranger,pickup,
1j4gw58n7yc296844,jeep,grand cherokee,suv,limited
wbakb8c5xcdx20781,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
1c4gp44g6yb626676,chrysler,town and country,minivan,lx
1g1ld55m0sy258509,chevrolet,corsica,sedan,
1d4gp24323b183455,dodge,caravan,van,
ja4nw61s93j043512,mitsubishi,montero,suv,
3gnec16t73g273366,chevrolet,suburban,suv,1/2 ton
3gnda23d87s586305,chevrolet,hhr,suv,lt
2gtek13t171130573,gmc,sierra,pickup,1500 (1/2 ton)
jn1az34d04m103929,nissan,350z,coupe,
3gnal3ek1fs503553,chevrolet,captiva sport,suv,
2a4gm48436r801516,chrysler,pacifica,suv,base
wbakb8c5xcc964629,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
1g6cd5152k4375766,cadillac,deville,sedan,
1fdss3blxcdb07416,ford,e-350,van,
salae25416a391216,land rover,lr3,suv,se / v8 se
2d8fv48v05h526393,dodge,magnum,suv,base/sxt
wp0aa29937s710183,porsche,911,coupe,"carrera (2wd), carrera 4 (4wd)"
wbakb8c53cc963029,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
5tbbv541x7s487587,toyota,tundra,pickup,sr5
2a8gf68446r830382,chrysler,pacifica,suv,touring
jm1fe173840115453,mazda,rx-8,coupe,
wbakb8c56cc448025,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
1fdsx21558ed92543,ford,f-250,pickup,
1fmcu94163kc65972,ford,escape,suv,
1c4gj45322b514767,chrysler,voyager,minivan,se
jhmra3845wc007058,honda,odyssey,minivan,lx
1fmzu73e94uc19562,ford,explorer,suv,
1gyde637040137261,cadillac,srx,suv,
2d8hn44h88r641993,dodge,caravan,minivan,se
5y2sr67039z408184,pontiac,vibe,hatchback,
3gnda23dx6s582853,chevrolet,hhr,suv,1/2 ton
jtjbt20x040051543,lexus,gx,suv,470
wvwad63b65e016951,volkswagen,passat,sedan,
1b3el36x64n326849,dodge,stratus,sedan,se
2c4gp443x3r286102,chrysler,town and country,minivan,lx
1fmpu16l5ylb59550,ford,expedition,suv,
5tbbv54137s454057,toyota,tundra,pickup,sr5
2lmhj5nkxebl55416,lincoln,mkt,suv,
jtjbt20x140066150,lexus,gx,suv,470
jtjbt20x940038077,lexus,gx,suv,470
jm3er29l070151250,mazda,cx-7,suv,
1j4fa49s9yp710871,jeep,wrangler,suv,sport
2c8gm68494r503212,chrysler,pacifica,suv,touring
1ftne1ew4ada63512,ford,e-150,cargo van,
1ftfx1ev3ake61120,ford,f-150,pickup,
1j4fa39s76p730513,jeep,wrangler,suv,x
1fd7w2b61bec12868,ford,f-250,pickup,
1b4gp54lxtb344615,dodge,caravan,minivan,le/es
1fmzu63k75ua99942,ford,explorer,suv,
wbakc6c52cc396989,bmw,750xi,sedan,750xi / alpina b7 xdrive swb (500 hp)
1g1yy26u865116925,chevrolet,corvette,coupe,
salme15477a262759,land rover,range rover,suv,hse spec 1
1fafp5326yg248004,ford,taurus,sedan,
2hhes35821h000625,acura,unknown,unknown,
salaa25485a301991,land rover,lr3,suv,standard
1ftfw1ev8aka74582,ford,f-150,pickup,
2a8gm48466r611773,chrysler,pacifica,suv,base
4a32b2ffxce015300,mitsubishi,galant,sedan,
2mefm75v16x616679,mercury,grand marquis,sedan,
truwf28n451005178,audi,tt,coupe,
1g1yy26e975138331,chevrolet,corvette,coupe,
2b3la43g17h876724,dodge,charger,sedan,base
jm3er293870129092,mazda,cx-7,suv,
salty19434a867841,land rover,discovery,suv,leather 5 seat
2c4rdgdg3er280666,dodge,grand caravan,minivan,crew
2c4gf48465r410312,chrysler,pacifica,suv,base
wddfh34x67j220703,mercedes-benz,unknown,unknown,
wvwad63b75p041135,volkswagen,passat,sedan,
zamfe39a970028720,maserati,quattroporte,sedan,
wbaka8c59cds99512,bmw,750i,sedan,750i / alpina b7 swb (500 hp)
1c4njrab5ed820095,jeep,patriot,suv,sport
wbahl835x7dt10771,bmw,750i,sedan,
jm3er293x70153975,mazda,cx-7,suv,
1j4gz58y4pc527537,jeep,grand cherokee,suv,laredo
jn1az34d33t106764,nissan,350z,coupe,
1g1ja6eh8c4116376,chevrolet,sonic,hatchback,
4t3zf13c2yu224587,toyota,sienna,minivan,le/xle
2lmhj5nk8ebl54684,lincoln,mkt,suv,
1fmfu18lxvla80928,ford,expedition,suv,
wbakc6c50cc396957,bmw,750xi,sedan,750xi / alpina b7 xdrive swb (500 hp)
2a4gm48456r720436,chrysler,pacifica,suv,base
1c4njrab7ed615779,jeep,patriot,suv,sport
1ftne2ew8ada30745,ford,e-250,cargo van,
jtjbt20x550074690,lexus,gx,suv,470
jm1cr29l060130591,mazda,mazda5,wagon,
jm3er293070132214,mazda,cx-7,suv,
2fahp71w55x147004,ford,crown victoria,sedan,
wdbrf52h47f867607,mercedes-benz,c-class,sedan,
2c8gf68405r359612,chrysler,pacifica,suv,touring
2c8gf68435r474611,chrysler,pacifica,suv,touring
1ftrx18l2xka22765,ford,f-150,pickup,
3gnda23p77s541544,chevrolet,hhr,suv,lt
wbakc8c55cc435604,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
3gnda23d36s615319,chevrolet,hhr,suv,1/2 ton
1falp5244pg145779,ford,taurus,sedan,
wvgjv3ax9ew562871,volkswagen,unknown,unknown,
1c4gt64l0yb621168,chrysler,town and country,minivan,limited
1fafp5328ya198631,ford,taurus,sedan,
2c4gm48l15r483617,chrysler,pacifica,suv,base
jtjbt20x850089605,lexus,gx,suv,470
2hkyf18784h569423,honda,pilot,suv,ex-l( with navi)
4a32b2ff7ce015240,mitsubishi,galant,sedan,
2fmda5148tbb28451,ford,windstar,minivan,
2hjyk16546h554910,honda,ridgeline,pickup,
wbakc6c5xcc396660,bmw,750xi,sedan,750xi / alpina b7 xdrive swb (500 hp)
3gnda23p56s531870,chevrolet,hhr,suv,1/2 ton
1gyee637650110054,cadillac,srx,suv,
1fmzu73e04ub57985,ford,explorer,suv,
saltw12482a749345,land rover,discovery,suv,leather 7 seat
1gyee637440170770,cadillac,srx,suv,
1j4fy19s9xp456703,jeep,wrangler,suv,sport/tj
2c8gm68414r361177,chrysler,pacifica,suv,touring
1fdss3bl9ada58898,ford,e-350,van,
2a4gm684x6r912253,chrysler,pacifica,suv,touring
4n2dn11w4td830681,nissan,quest,minivan,
wdbrf52h77f854611,mercedes-benz,c-class,sedan,
1g2nf52e5yc523975,pontiac,grand am,sedan,
wbakb8c56cdx20602,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
1fmzu74ex3ua89918,ford,explorer,suv,
1c4njdab4dd277694,jeep,compass,suv,sport
1b3bd4fg1bn540084,dodge,avenger,sedan,express
jtjbt20x170132751,lexus,gx,suv,470
jf1sg69624h756215,subaru,forester,suv,2.5xt
1fmdu35p6vub11483,ford,explorer,suv,
2gcek19r8v1210946,chevrolet,gmt-400,pickup,1500 (1/2 ton)
2c8gp44392r620309,chrysler,town and country,minivan,lx
wbakc8c54cc435044,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
1j4fa49s76p738388,jeep,wrangler,suv,sport/unlimited
1c4njcaa7ed776864,jeep,compass,suv,sport
1g1za5eb6a4103146,chevrolet,malibu,sedan,
5tfbv58157x003210,toyota,tundra,pickup,limited
3gnda13d46s511674,chevrolet,hhr,suv,1/2 ton
5fnyf18694b010677,honda,pilot,suv,ex-l( with res)
5yfbu4ee6bp002109,toyota,corolla,sedan,
1fmzu62k32zc71769,ford,explorer,suv,
1fahp62a53y104857,ford,thunderbird,convertible,
jf1sg63685h748579,subaru,forester,suv,2.5x
1j4gw58n3yc339303,jeep,grand cherokee,suv,limited
jf1sg65637h723363,subaru,forester,suv,2.5xs
1fmfk20597la31635,ford,expedition max,suv,
4m2dv11w3sdj24023,mercury,villager,minivan,
2c4rdgdg2er204694,dodge,grand caravan,minivan,crew
1lnhm81v36y636773,lincoln,town car,sedan,
jhmra1842vc011913,honda,odyssey,minivan,
1fmfk165x7la45836,ford,expedition max,suv,
1fd7x2b66bea38261,ford,f-250,pickup,
2fahp71v49x104884,ford,crown victoria,sedan,
2c4gm48l15r533352,chrysler,pacifica,suv,base
wdbrf52h07f925194,mercedes-benz,c-class,sedan,
jm3er293270152786,mazda,cx-7,suv,
js3te0d47c4100087,suzuki,grand vitara,suv,l4 x sport (us)/2.4l jlx (canada)
wbakb8c5xcc963318,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
1fafp34z23w315633,ford,focus,sedan,
1ftfw1ev5aka49218,ford,f-150,pickup,
2d4fv47v26h154446,dodge,magnum,suv,base/sxt
jtjbt20x060125577,lexus,gx,suv,470
salsk25447a107382,land rover,range rover sport,suv,hse spec 3
1gyee63ax50157602,cadillac,srx,suv,
wbakb8c51cc962543,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
2gtek133671669920,gmc,sierra,pickup,1500 (1/2 ton)
jm3lw28g1y0102676,mazda,mpv,minivan,
jtjbt20x840066081,lexus,gx,suv,470
2gtek63n761236782,gmc,sierra,pickup,1500 (1/2 ton) luxury
jtjbt20x040034743,lexus,gx,suv,470
1b3es46c13d161142,dodge,neon,sedan,neon sx2.0
1gtcs19x5wk503940,gmc,sonoma,pickup,
5tfcv54197x002720,toyota,tundra,pickup,sr5
jtjbt20x340067865,lexus,gx,suv,470
1b3el36x74n380001,dodge,stratus,sedan,se
1gb6g3bg6a1146243,chevrolet,express,incomplete,cutaway
3vwbk7aj7bm383189,volkswagen,jetta,sedan,
3gnda23p26s557679,chevrolet,hhr,suv,1/2 ton
2lnbl8ev8bx756436,lincoln,town car,sedan,
1j4fa49s76p750198,jeep,wrangler,suv,sport/unlimited
salsh23447a118724,land rover,range rover sport,suv,supercharged
2g1wa5e39f1107609,chevrolet,impala,sedan,
1c4gj44r1yb707913,chrysler,grand voyager,minivan,se fwd
wbakc6c59cc396715,bmw,750xi,sedan,750xi / alpina b7 xdrive swb (500 hp)
1b4gp25302b685582,dodge,caravan,minivan,se
3gnda23dx6s639794,chevrolet,hhr,suv,1/2 ton
1j4fa49s7yp760863,jeep,wrangler,suv,sport
1b4hs28z6xf610761,dodge,durango,suv,base
1c3lc56vx9n561749,chrysler,sebring,sedan,touring
3gnda23px6s571748,chevrolet,hhr,suv,1/2 ton
4a32b2ff0ae014038,mitsubishi,galant,sedan,
jf1sg65633h748354,subaru,forester,suv,2.5xs
2mehm75v26x609572,mercury,grand marquis,sedan,
3gnda23p37s571785,chevrolet,hhr,suv,lt
2fahp71w67x137004,ford,crown victoria,sedan,
1j4fy29s2sp276767,jeep,wrangler,suv,se
1g1yy26u165103630,chevrolet,corvette,coupe,
salty19454a845114,land rover,discovery,suv,leather 5 seat
4a32b2ff5be024839,mitsubishi,galant,sedan,
2a4gf68456r750008,chrysler,pacifica,suv,touring
3gnda23p56s575531,chevrolet,hhr,suv,1/2 ton
3gnal3ekxfs518195,chevrolet,captiva sport,suv,
1b4hr28z7yf249201,dodge,durango,suv,base
3gnda23p06s539634,chevrolet,hhr,suv,1/2 ton
1fdss3el7ada72617,ford,e-350,cargo van,
jtjbt20xx70127788,lexus,gx,suv,470
1fdss3bl4ada14551,ford,e-350,van,
2d4cn1ae6ar438501,dodge,grand caravan,cargo van,c/v
1fmzu64k45ua40409,ford,explorer,suv,
1g1pa5sh7c7335367,chevrolet,cruze,sedan,
3gnal2ek1fs504731,chevrolet,captiva sport,suv,
2c8gf684x4r625118,chrysler,pacifica,suv,touring
1yvhp81h795m51566,mazda,mazda6,sedan,sedan base grade
3gnal3ek3fs503442,chevrolet,captiva sport,suv,
wmeaj00f65j166323,smart,fortwo,coupe,
salme11493a133017,land rover,range rover,suv,feature specification 2
2a8gf68486r641167,chrysler,pacifica,suv,touring
jm3er29l670116535,mazda,cx-7,suv,
4a32b2ff4ce017544,mitsubishi,galant,sedan,
2c8gf68454r590164,chrysler,pacifica,suv,touring
1fmfk20547la38234,ford,expedition max,suv,
jm1fe173560206229,mazda,rx-8,coupe,
1gbds14e998154068,chevrolet,colorado,incomplete,1/2 ton
2lmhj5nk7ebl55647,lincoln,mkt,suv,
salsf25446a961050,land rover,range rover sport,suv,hse
4a32b2ff7ce022057,mitsubishi,galant,sedan,
1c3el46r74n324098,chrysler,sebring,sedan,lx
wbakc8c56cc436437,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
2c8gf68424r181684,chrysler,pacifica,suv,touring
jf1sg65613h705048,subaru,forester,suv,2.5xs
2hkyf18506h508469,honda,pilot,suv,ex-l
2t1kr32e87c630258,toyota,corolla matrix,wagon,
wbakc6c50bc394818,bmw,750xi,sedan,
knadh4b31b6915851,kia,rio,sedan,
wau3gafc3cn108939,audi,a7,sedan,
2d4fv48v95h694910,dodge,magnum,suv,base/sxt
1g1yy22g2y5115787,chevrolet,corvette,coupe,
wbahl83598dt11542,bmw,750i,sedan,
1gbhg39c791144492,chevrolet,express,cargo van,
1c4njrab9ed840835,jeep,patriot,suv,sport
jh4kb16585c010159,acura,rl,sedan,
1g1yy26e565125929,chevrolet,corvette,coupe,
salmf13476a225614,land rover,range rover,suv,hse / supercharged spec 2
1fmfk20547la22793,ford,expedition max,suv,
3gnal3ek8fs507163,chevrolet,captiva sport,suv,
2fabp7bv7ax127472,ford,crown victoria,sedan,
2c4gf68455r595920,chrysler,pacifica,suv,touring
3gnda23p06s678677,chevrolet,hhr,suv,1/2 ton
1j4gz78y3rc329837,jeep,grand cherokee,suv,limited
wbaka8c50cds99530,bmw,750i,sedan,750i / alpina b7 swb (500 hp)
kndjj741085009003,unknown,unknown,suv,
1g2aj15f977185210,pontiac,g5,coupe,
1ftfw1ev5ake69268,ford,f-150,pickup,
2d4fv47vx6h389385,dodge,magnum,suv,base/sxt
jm1fe173970209717,mazda,rx-8,coupe,
2hkyf18545h551632,honda,pilot,suv,
1b3el36x24n305786,dodge,stratus,sedan,se
1fdne1bw7bda64722,ford,e-150,van,
1fmdu32p5tza59283,ford,explorer,suv,
1fmdu75e24za96584,ford,explorer,suv,
salme15436a215825,land rover,range rover,suv,hse spec 1
2a4gm68416r902260,chrysler,pacifica,suv,touring
4g2jb32t1wb202417,pontiac,sunfire,convertible,
wdbrf52h57f868460,mercedes-benz,c-class,sedan,
2c8gm68404r638823,chrysler,pacifica,suv,touring
jtjbt20x150072869,lexus,gx,suv,470
1fmpu18lxwlc43826,ford,expedition,suv,
wvwad63b75p026988,volkswagen,passat,sedan,
1g1yy26e675104377,chevrolet,corvette,coupe,
wdbrf52h77a934066,mercedes-benz,c-class,sedan,
1fmzu74e34uc19099,ford,explorer,suv,
1j4fy19s0xp416820,jeep,wrangler,suv,sport/tj
2hkyf18566h545770,honda,pilot,suv,ex-l
jn1az34d66m305371,nissan,350z,coupe,
2hkyf181x5h533715,honda,pilot,suv,
knahh8c64a7301824,kia,rondo,wagon,
2c4rdgdg6er204746,dodge,grand caravan,minivan,crew
4a32b2ff3ce016840,mitsubishi,galant,sedan,
jh4kb16535c007623,acura,rl,sedan,
jm3er29l970103326,mazda,cx-7,suv,
1fd7x3a64cea13738,ford,f-350,pickup,
1j4fa59s3yp732628,jeep,wrangler,suv,sahara
1j4fa49s1yp801620,jeep,wrangler,suv,sport
2hkyf184x6h534164,honda,pilot,suv,ex
1c4njrab5ed820050,jeep,patriot,suv,sport
jm1fe17n950159285,mazda,rx-8,coupe,
1gccs19x0x8136444,chevrolet,s-10 pickup,pickup,1500 (1/2 ton)
1fdne3bl9bda56560,ford,e-350,van,
1g6kd54y724209955,cadillac,deville,sedan,
wvwad63b55e057927,volkswagen,passat,sedan,
2b4gp44rx2r628602,dodge,grand caravan,minivan,sport
1gyde637640134588,cadillac,srx,suv,
2c8gm48l15r555382,chrysler,pacifica,suv,base
1j4fa69s66p722503,jeep,wrangler,suv,"rubicon (u.s.) / ""tj"" rubicon (canada)"
jm1fe173040124244,mazda,rx-8,coupe,
wdcyr49e23x136876,mercedes-benz,g-class,suv,
1fafp33z13w329282,ford,focus,sedan,
wdbba48d2ja081971,mercedes-benz,560,roadster,
3gnda23p36s611216,chevrolet,hhr,suv,1/2 ton
1g1yy26u165110948,chevrolet,corvette,coupe,
1fmfk17567la17515,ford,expedition max,suv,
5tfrv54147x014123,toyota,tundra,pickup,sr5
wbaka8c50cds99754,bmw,750i,sedan,750i / alpina b7 swb (500 hp)
1fbjs31h7phb50742,ford,e-350,van,xl super duty extended wagon
ja4nw61s93j039363,mitsubishi,montero,suv,
1fmdu65k25za57527,ford,explorer,suv,
1fmsu43f5yec17039,ford,excursion,suv,
1j4fa49s06p729693,jeep,wrangler,suv,sport/unlimited
5tfrv54147x009942,toyota,tundra,pickup,sr5
2a4gm68456r682993,chrysler,pacifica,suv,touring
1gds7dc4xc1107853,gmc,savana,cargo van,1500 conversion 3lt
wbakb8c59cc963049,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
1gkfk16t23j301707,gmc,yukon xl,suv,1500 (1/2 ton)
1g1yy22g6y5106512,chevrolet,corvette,coupe,
1g1yy26e065131296,chevrolet,corvette,coupe,
jf1sg63625h705808,subaru,forester,suv,2.5x
3gnda33p97s508762,chevrolet,hhr,suv,lt
1fmyu931x3kd46514,ford,escape,suv,
1j4gw58n5yc317092,jeep,grand cherokee,suv,limited
jtjbt20x330006109,lexus,gx,suv,470
1fdxe45p25ha32708,ford,e-450,incomplete,srw/drw
1g1yy25u775122265,chevrolet,corvette,coupe,
salmf1e41ca372942,land rover,range rover,suv,hse lux
salsf25426a945798,land rover,range rover sport,suv,hse
jm1fe173650152017,mazda,rx-8,coupe,
2c4rdgdgxer280678,dodge,grand caravan,minivan,crew
km8jtcac2au057845,hyundai,tucson,suv,
jm3er29l770109609,mazda,cx-7,suv,
1fmyu93163kd17687,ford,escape,suv,
1gkkvnedxc1159095,gmc,acadia,suv,
2c4gm68445r577768,chrysler,pacifica,suv,touring
wbakc6c56cc447491,bmw,750xi,sedan,750xi / alpina b7 xdrive swb (500 hp)
5tfbv58127x013984,toyota,tundra,pickup,limited
3vw7a7at5cm800322,volkswagen,beetle,convertible,
2lmhj5nk4ebl54276,lincoln,mkt,suv,
2g1wc583989219630,chevrolet,impala,sedan,
1c4njpaa5ed805477,jeep,patriot,suv,sport
4a32b2ff4ce025238,mitsubishi,galant,sedan,
2hkyf18504h500885,honda,pilot,suv,ex-l
2fmda5346ybb61016,ford,windstar,minivan,
salmf1e49ca363017,land rover,range rover,suv,hse lux
1b7gl2an6ys767461,dodge,dakota,pickup,base
waujgafc2cn090246,audi,a6,sedan,
2c4gp44362r676385,chrysler,town and country,minivan,lx
2hkyf18674h581067,honda,pilot,suv,ex-l( with res)
salmf15476a214917,land rover,range rover,suv,hse / supercharged spec 2
jtjbt20xx50091131,lexus,gx,suv,470
1g1yy22gxw5117039,chevrolet,corvette,coupe,
1b4gp44g7wb747873,dodge,caravan,minivan,se/sport
2c4rvabg9er135225,volkswagen,routan,minivan,se
1fdne1bw4ada50372,ford,e-150,van,
2lnbl8ev4bx761892,lincoln,town car,sedan,
1g11x5slxfu101349,chevrolet,impala,sedan,
jtjbt20x870146372,lexus,gx,suv,470
1ftne1ew7ada92454,ford,e-150,cargo van,
salag25476a360465,land rover,lr3,suv,v8 hse
1fmyu93143kc68294,ford,escape,suv,
1gccs14w2yk100211,chevrolet,s-10 pickup,pickup,1/2 ton
1c4gp64l9tb350785,chrysler,town and country,minivan,lxi
1ftne1ew1ada63578,ford,e-150,cargo van,
wdbrf52h07f925910,mercedes-benz,c-class,sedan,
5tfbv54137x020156,toyota,tundra,pickup,sr5
1ftrx07l1xka09730,ford,f-150,pickup,
2fahp71v28x166458,ford,crown victoria,sedan,
2mefm75v27x642645,mercury,grand marquis,sedan,
wdbrf52h17f912731,mercedes-benz,c-class,sedan,
1c3el45r82n146247,chrysler,sebring,convertible,lx
4a32b2ff8ce019412,mitsubishi,galant,sedan,
1j4gw58n8yc169858,jeep,grand cherokee,suv,limited
1gyee63ax40152365,cadillac,srx,suv,
